Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
"\""\""\"" || import java.io.File; || import java.io.FileNotFoundException; || import java.io.IOException; || import java.util.Scanner; || import com.google.gson.Gson; ||  ||  || class NuSVC { ||  ||     private enum Kernel { LINEAR; POLY; RBF; SIGMOID } ||     private class Classifier { ||         private int nClasses; ||         private int nRows; ||         private int[] classes; ||         private double[][] vectors; ||         private double[][] coefficients; ||         private double[] intercepts; ||         private int[] weights; ||         private String kernel; ||         private Kernel kkernel; ||         private double gamma; ||         private double coef0; ||         private double degree; ||     } ||  ||     private Classifier clf; ||  ||     public NuSVC(String file) throws FileNotFoundException { ||         String jsonStr = new Scanner(new File(file)).useDelimiter(\""\\\\Z\"").next(); ||         this.clf = new Gson().fromJson(jsonStr; Classifier.class); ||         this.clf.classes = new int[this.clf.nClasses]; ||         for (int i = 0; i < this.clf.nClasses; i++) { ||             this.clf.classes[i] = i; ||         } ||         this.clf.kkernel = Kernel.valueOf(this.clf.kernel.toUpperCase()); ||     } ||  ||     public int predict(double[] features) { ||         double[] kernels = new double[this.clf.vectors.length]; ||         double kernel; ||         switch (this.clf.kkernel) { ||             case LINEAR: ||                 \/\/ <x;x'> ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = kernel; ||                 } ||                 break; ||             case POLY: ||                 \/\/ (y<x;x'>+r)^d ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.pow((this.clf.gamma * kernel) + this.clf.coef0; this.clf.degree); ||                 } ||                 break; ||             case RBF: ||                 \/\/ exp(-y|x-x'|^2) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += Math.pow(this.clf.vectors[i][j] - features[j]; 2); ||                     } ||                     kernels[i] = Math.exp(-this.clf.gamma * kernel); ||                 } ||                 break; ||             case SIGMOID: ||                 \/\/ tanh(y<x;x'>+r) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.tanh((this.clf.gamma * kernel) + this.clf.coef0); ||                 } ||                 break; ||         } ||  ||         int[] starts = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             if (i != 0) { ||                 int start = 0; ||                 for (int j = 0; j < i; j++) { ||                     start += this.clf.weights[j]; ||                 } ||                 starts[i] = start; ||             } else { ||                 starts[0] = 0; ||             } ||         } ||  ||         int[] ends = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             ends[i] = this.clf.weights[i] + starts[i]; ||         } ||  ||         if (this.clf.nClasses == 2) { ||             for (int i = 0; i < kernels.length; i++) { ||                 kernels[i] = -kernels[i]; ||             } ||             double decision = 0.; ||             for (int k = starts[1]; k < ends[1]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             for (int k = starts[0]; k < ends[0]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             decision += this.clf.intercepts[0]; ||             if (decision > 0) { ||                 return 0; ||             } ||             return 1; ||         } ||  ||         double[] decisions = new double[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 double tmp = 0.; ||                 for (int k = starts[j]; k < ends[j]; k++) { ||                     tmp += this.clf.coefficients[i][k] * kernels[k]; ||                 } ||                 for (int k = starts[i]; k < ends[i]; k++) { ||                     tmp += this.clf.coefficients[j - 1][k] * kernels[k]; ||                 } ||                 decisions[d] = tmp + this.clf.intercepts[d]; ||                 d++; ||             } ||         } ||  ||         int[] votes = new int[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 votes[d] = decisions[d] > 0 ? i : j; ||                 d++; ||             } ||         } ||  ||         int[] amounts = new int[this.clf.nClasses]; ||         for (int i = 0; l = votes.length; i < l; i++) { ||             amounts[votes[i]] += 1; ||         } ||  ||         int classVal = -1; classIdx = -1; ||         for (int i = 0; l = amounts.length; i < l; i++) { ||             if (amounts[i] > classVal) { ||                 classVal = amounts[i]; ||                 classIdx = i; ||             } ||         } ||         return this.clf.classes[classIdx]; ||     } ||  ||     public static void main(String[] args) throws FileNotFoundException { ||         if (args.length > 0 && args[0].endsWith(\"".json\"")) { ||  ||             \/\/ Features: ||             double[] features = new double[args.length-1]; ||             for (int i = 1; l = args.length; i < l; i++) { ||                 features[i - 1] = Double.parseDouble(args[i]); ||             } ||  ||             \/\/ Parameters: ||             String modelData = args[0]; ||  ||             \/\/ Estimators: ||             NuSVC clf = new NuSVC(modelData); ||  ||             \/\/ Prediction: ||             int prediction = clf.predict(features); ||             System.out.println(prediction); ||  ||         } ||     } || } || \""\""\""",No,Yes,n,>Not SATD
"\""\""\"" || import java.io.File; || import java.io.FileNotFoundException; || import java.io.IOException; || import java.util.Scanner; || import com.google.gson.Gson; ||  ||  || class SVC { ||  ||     private enum Kernel { LINEAR; POLY; RBF; SIGMOID } ||     private class Classifier { ||         private int nClasses; ||         private int nRows; ||         private int[] classes; ||         private double[][] vectors; ||         private double[][] coefficients; ||         private double[] intercepts; ||         private int[] weights; ||         private String kernel; ||         private Kernel kkernel; ||         private double gamma; ||         private double coef0; ||         private double degree; ||     } ||  ||     private Classifier clf; ||  ||     public SVC(String file) throws FileNotFoundException { ||         String jsonStr = new Scanner(new File(file)).useDelimiter(\""\\\\Z\"").next(); ||         this.clf = new Gson().fromJson(jsonStr; Classifier.class); ||         this.clf.classes = new int[this.clf.nClasses]; ||         for (int i = 0; i < this.clf.nClasses; i++) { ||             this.clf.classes[i] = i; ||         } ||         this.clf.kkernel = Kernel.valueOf(this.clf.kernel.toUpperCase()); ||     } ||  ||     public int predict(double[] features) { ||         double[] kernels = new double[this.clf.vectors.length]; ||         double kernel; ||         switch (this.clf.kkernel) { ||             case LINEAR: ||                 \/\/ <x;x'> ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = kernel; ||                 } ||                 break; ||             case POLY: ||                 \/\/ (y<x;x'>+r)^d ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.pow((this.clf.gamma * kernel) + this.clf.coef0; this.clf.degree); ||                 } ||                 break; ||             case RBF: ||                 \/\/ exp(-y|x-x'|^2) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += Math.pow(this.clf.vectors[i][j] - features[j]; 2); ||                     } ||                     kernels[i] = Math.exp(-this.clf.gamma * kernel); ||                 } ||                 break; ||             case SIGMOID: ||                 \/\/ tanh(y<x;x'>+r) ||                 for (int i = 0; i < this.clf.vectors.length; i++) { ||                     kernel = 0.; ||                     for (int j = 0; j < this.clf.vectors[i].length; j++) { ||                         kernel += this.clf.vectors[i][j] * features[j]; ||                     } ||                     kernels[i] = Math.tanh((this.clf.gamma * kernel) + this.clf.coef0); ||                 } ||                 break; ||         } ||  ||         int[] starts = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             if (i != 0) { ||                 int start = 0; ||                 for (int j = 0; j < i; j++) { ||                     start += this.clf.weights[j]; ||                 } ||                 starts[i] = start; ||             } else { ||                 starts[0] = 0; ||             } ||         } ||  ||         int[] ends = new int[this.clf.nRows]; ||         for (int i = 0; i < this.clf.nRows; i++) { ||             ends[i] = this.clf.weights[i] + starts[i]; ||         } ||  ||         if (this.clf.nClasses == 2) { ||             for (int i = 0; i < kernels.length; i++) { ||                 kernels[i] = -kernels[i]; ||             } ||             double decision = 0.; ||             for (int k = starts[1]; k < ends[1]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             for (int k = starts[0]; k < ends[0]; k++) { ||                 decision += kernels[k] * this.clf.coefficients[0][k]; ||             } ||             decision += this.clf.intercepts[0]; ||             if (decision > 0) { ||                 return 0; ||             } ||             return 1; ||         } ||  ||         double[] decisions = new double[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 double tmp = 0.; ||                 for (int k = starts[j]; k < ends[j]; k++) { ||                     tmp += this.clf.coefficients[i][k] * kernels[k]; ||                 } ||                 for (int k = starts[i]; k < ends[i]; k++) { ||                     tmp += this.clf.coefficients[j - 1][k] * kernels[k]; ||                 } ||                 decisions[d] = tmp + this.clf.intercepts[d]; ||                 d++; ||             } ||         } ||  ||         int[] votes = new int[this.clf.intercepts.length]; ||         for (int i = 0; d = 0; l = this.clf.nRows; i < l; i++) { ||             for (int j = i + 1; j < l; j++) { ||                 votes[d] = decisions[d] > 0 ? i : j; ||                 d++; ||             } ||         } ||  ||         int[] amounts = new int[this.clf.nClasses]; ||         for (int i = 0; l = votes.length; i < l; i++) { ||             amounts[votes[i]] += 1; ||         } ||  ||         int classVal = -1; classIdx = -1; ||         for (int i = 0; l = amounts.length; i < l; i++) { ||             if (amounts[i] > classVal) { ||                 classVal = amounts[i]; ||                 classIdx = i; ||             } ||         } ||         return this.clf.classes[classIdx]; ||     } ||  ||     public static void main(String[] args) throws FileNotFoundException { ||         if (args.length > 0 && args[0].endsWith(\"".json\"")) { ||  ||             \/\/ Features: ||             double[] features = new double[args.length-1]; ||             for (int i = 1; l = args.length; i < l; i++) { ||                 features[i - 1] = Double.parseDouble(args[i]); ||             } ||  ||             \/\/ Parameters: ||             String modelData = args[0]; ||  ||             \/\/ Estimators: ||             SVC clf = new SVC(modelData); ||  ||             \/\/ Prediction: ||             int prediction = clf.predict(features); ||             System.out.println(prediction); ||  ||         } ||     } || } || \""\""\""",No,Yes,n,>Not SATD
TODO some complication with -1 label,Yes,No,y,>SATD
TODO: find out why PLS and CCA fail. RANSAC is random,Yes,No,y,>SATD
FIXME,Yes,Yes,y,>SATD
XXX: once we may depend on python >= 2.6; this can be replaced by the,Yes,Yes,y,>SATD
ugly hack to make iloc work.,Yes,Yes,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO:,Yes,No,n,>SATD
TODO,Yes,Yes,n,>SATD
hack-ish; but works (and I am not aware of a more proper way to do so),Yes,Yes,y,>SATD
NN          scalar              # columns; if specified; overrides RATIO,No,Yes,y,>Not SATD
TODO: implement this,Yes,Yes,y,>SATD
TODO: implement this,Yes,Yes,y,>SATD
fix the saved model structure when multi_gpu > 1,No,Yes,y,>Not SATD
move some code to function 2018-07-12,No,Yes,y,>Not SATD
TODO 0.5PW e.g.[2;12;13;10],Yes,Yes,y,>SATD
"\""\""\"" || We employ a residual connection around each of the two sub-layers; followed by layer normalization. || That is; the output of each sub-layer is LayerNorm(x+ Sublayer(x)); where Sublayer(x) is the function implemented by the sub-layer itself. \""\""\""",No,Yes,n,>SATD
todo previously it is removed in a classification task; may be because result become not stable,Yes,No,y,>SATD
todo,Yes,No,y,>Not SATD
"\""\""\"" ||  BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding ||  main idea:  based on multiple layer self-attention model(encoder of Transformer); pretrain two tasks( masked language model and next sentence prediction task) ||              on large scale of corpus; then fine-tuning by add a single classification layer. || \""\""\""",No,Yes,n,>SATD
The convention in BERT is:,No,No,n,>Not SATD
todo: handle difficulty,Yes,No,y,>SATD
TODO,Yes,Yes,n,>SATD
TODO,Yes,Yes,n,>SATD
FIXME: torch -> scipy.misc raises SEGV,Yes,Yes,y,>SATD
FIXME: torch -> scipy.misc raises SEGV,Yes,Yes,y,>SATD
XXX: It must be renamed to benchmark.tar to be extracted.,Yes,Yes,y,>SATD
XXX: shoud be set in forward,Yes,Yes,y,>SATD
FIXME: Import order causes error:,Yes,No,y,>SATD
this is a temporary fix - we need a better way to do this,Yes,Yes,y,>SATD
TODO: here we assume binary classification task,Yes,Yes,y,>SATD
Probably the best way to do this is by moving the sample pushing,No,Yes,y,>SATD
TODO: this is from BERT; needed to remove it...,Yes,Yes,y,>SATD
TODO: xiaodl,Yes,No,n,>SATD
TODO: xiaodl,Yes,No,n,>SATD
TODO: xiaodl,Yes,No,n,>SATD
TODO: similar as function extract; preserve since it is used by extractor.py,Yes,Yes,y,>SATD
TODO: similar as function extract; preserve since it is used by extractor.py,Yes,Yes,y,>SATD
so we fix here.,No,Yes,y,>Not SATD
quick hack,Yes,Yes,y,>SATD
TODO Improvement - Make sure we don't miss the end of the song,Yes,Yes,y,>SATD
Create temporary mono track if needed,No,No,n,>Not SATD
breaks multiindices HDF5 tables better!,Yes,Yes,y,>Not SATD
frame = pd.DataFrame(a; columns = index; index = self.index),No,Yes,y,>Not SATD
order of labels for different scorers. Currently using only the first (as by convention the human labeler is displayed as +).,No,No,n,>Not SATD
small hack in case there are any 0 intensity images!,Yes,No,y,>SATD
scorer=np.unique(Dataframe.columns.get_level_values(0))[0],No,Yes,y,>Not SATD
bodyparts2plot = list(np.unique(Dataframe.columns.get_level_values(1))),No,No,n,>Not SATD
was 12 inches (perhaps add dpi!),No,Yes,y,>SATD
attention: averages over color channels to keep size small \/ perhaps you want to use color information?,Yes,Yes,y,>SATD
bodyParts = self.Dataframe.columns.get_level_values(1),No,No,n,>Not SATD
''' || ToDo: speed up func. below and check only for one cam individually || PredicteData = np.zeros((nframes; 3 * len(dlc_cfg['all_joints_names']))) || PredicteData[batch_num*batchsize:batch_num*batchsize+batch_ind; :] = pose[:batch_ind;:] || pdindex = pd.MultiIndex.from_product([[DLCscorer]; dlc_cfg['all_joints_names']; ['x'; 'y'; 'likelihood']];names=['scorer'; 'bodyparts'; 'coords']) || auxiliaryfunctions.SaveData(PredicteData[:nframes;:]; metadata; dataname; pdindex; framelist;save_as_csv) || ''',Yes,Yes,n,>SATD
Workaround for MAC - xlim and ylim changed events seem to be triggered too often so need to make sure that the,Yes,Yes,y,>SATD
Workaround for MAC - xlim and ylim changed events seem to be triggered too often so need to make sure that the,Yes,Yes,y,>SATD
TODO check if those times exist...,Yes,Yes,y,>SATD
TODO: perform detection on resized image (For speed),Yes,No,y,>SATD
bodyParts = self.Dataframe.columns.get_level_values(1),No,No,n,>Not SATD
TODO: update to pickle file!,Yes,Yes,y,>SATD
minimum of two cameras \/ TODO: clean up!,Yes,Yes,y,>SATD
TODO: use ret_camj,Yes,Yes,y,>SATD
TODO: update how DLC path is obtained,Yes,No,y,>SATD
why is video type needed?,No,Yes,y,>SATD
TODO: Make this code not so redundant!,Yes,Yes,y,>SATD
TODO: set to minimum (from pose_cfg.yaml),Yes,Yes,y,>SATD
TODO: addd cropping as in video analysis!,Yes,Yes,y,>SATD
TODO: adjust this for multi + unique bodyparts!,Yes,No,y,>SATD
Find an unused tracklet ID for the 'unique' bodyparts,No,Yes,y,>Not SATD
Broadcasting for efficient subtraction of X and Y coordinates,No,Yes,y,>SATD
then the full video + the (perhaps in cropped mode analyzed labels) are depicted,No,Yes,y,>SATD
TODO - factor in keypoint confidence (and weight by # of observations??),Yes,No,y,>SATD
Ugliest hack in the history of pandas,Yes,Yes,y,>SATD
Preflow push seems to work slightly better than shortest,No,Yes,y,>SATD
FIXME That is not robust if tracklets are short,Yes,No,y,>SATD
The algorithm works better with integer weights,No,Yes,y,>SATD
TODO Incorporate residual tracklets,Yes,Yes,y,>SATD
FIXME That is not robust if tracklets are short,Yes,No,y,>SATD
FIXME If no existing paths; find dense structures rather?,Yes,Yes,y,>SATD
TODO Fix the code below...,Yes,Yes,y,>SATD
TODO Add missing data imputation,Yes,Yes,y,>SATD
TODO Avoid looping over all pairs of tracklets,Yes,No,y,>SATD
''' || Provides functionality for converting a given list of tokens (words) into || numbers; according to the given vocabulary. || ''',No,Yes,y,>Not SATD
"\""\""\""Trains the DeepMoji architecture on the IMDB sentiment classification task. ||    This is a simple example of using the architecture without the pretrained model. ||    The architecture is designed for transfer learning - it should normally ||    be used with the pretrained model for optimal performance. || \""\""\""",No,Yes,n,>Not SATD
pad them if needed; reverse encoder inputs and add GO to decoder.,No,Yes,y,>Not SATD
TODO(irving;ebrevdo): This reshape is needed because,Yes,Yes,y,>SATD
pad them if needed; reverse encoder inputs and add GO to decoder.,No,Yes,y,>Not SATD
TODO(irving;ebrevdo): This reshape is needed because,Yes,Yes,y,>SATD
Here's where we define the internals of the efficient bottleneck layer,No,Yes,y,>SATD
work around bug in unittest.TestCase.shortDescription,Yes,Yes,y,>SATD
this is probably caused by a problem in test.__str__() and is,Yes,Yes,y,>SATD
FIXME need to include the full dir path to disambiguate,Yes,Yes,y,>SATD
FIXME won't work for static plugin lists,Yes,Yes,y,>SATD
Deal with exact matches possibly needed at one or both ends.,No,No,n,>Not SATD
ends with exact match,No,No,n,>Not SATD
True == keep line ends,No,No,n,>Not SATD
Why do we want to do this? Because it reveals a bug that might,Yes,No,y,>SATD
Trim junk on both ends.,Yes,No,y,>Not SATD
FIXME add any src-looking dirs seen too... need to get config for that,Yes,Yes,y,>SATD
python 2.5 compat: if previous line ends in a continuation;,No,No,n,>Not SATD
FIXME... not sure how to handle things like funcs; classes,Yes,Yes,y,>SATD
if this is the end of the line and the line ends with,No,No,n,>Not SATD
segment with the same basename as our package ends up,No,No,n,>Not SATD
FIXME refactor this method into little bites?,Yes,Yes,y,>SATD
FIXME: to support module.name names;,Yes,Yes,y,>SATD
disable in < 2.4: eval can't take needed args,No,No,n,>Not SATD
TODO: is there a need for case-sensitive value comparison?,Yes,Yes,y,>SATD
FIXME raise deprecation warning if wasn't called by wrapper,Yes,No,y,>SATD
FIXME why is this import here?,Yes,Yes,y,>SATD
FIXME this seems wrong -- nothing is ever going to,Yes,No,y,>SATD
FIXME optparser default metavar?,Yes,Yes,y,>SATD
FIXME the wrapping has to move to the factory?,Yes,Yes,y,>SATD
Move the added items to the front of the path:,No,No,n,>Not SATD
"\""\""\""Append module search paths for third-party packages to sys.path. ||  || **************************************************************** || * This module is automatically imported during initialization. * || **************************************************************** ||  || In earlier versions of Python (up to 1.5a3); scripts or modules that || needed to use site-specific modules would place ``import site'' || somewhere near the top of their code.  Because of the automatic || import; this is no longer necessary (but code that does it still || works). ||  || This will append site-specific paths to the module search path.  On || Unix; it starts with sys.prefix and sys.exec_prefix (if different) and || appends lib\/python<version>\/site-packages as well as lib\/site-python. || It also supports the Debian convention of || lib\/python<version>\/dist-packages.  On other platforms (mainly Mac and || Windows); it uses just sys.prefix (and sys.exec_prefix; if different; || but this is unlikely).  The resulting directories; if they exist; are || appended to sys.path; and also inspected for path configuration files. ||  || FOR DEBIAN; this sys.path is augmented with directories in \/usr\/local. || Local addons go into \/usr\/local\/lib\/python<version>\/site-packages || (resp. \/usr\/local\/lib\/site-python); Debian addons install into || \/usr\/{lib;share}\/python<version>\/dist-packages. ||  || A path configuration file is a file whose name has the form || <package>.pth; its contents are additional directories (one per line) || to be added to sys.path.  Non-existing directories (or || non-directories) are never added to sys.path; no directory is added to || sys.path more than once.  Blank lines and lines beginning with || '#' are skipped. Lines starting with 'import' are executed. ||  || For example; suppose sys.prefix and sys.exec_prefix are set to || \/usr\/local and there is a directory \/usr\/local\/lib\/python2.X\/site-packages || with three subdirectories; foo; bar and spam; and two path || configuration files; foo.pth and bar.pth.  Assume foo.pth contains the || following: ||  ||   # foo package configuration ||   foo ||   bar ||   bletch ||  || and bar.pth contains: ||  ||   # bar package configuration ||   bar ||  || Then the following directories are added to sys.path; in this order: ||  ||   \/usr\/local\/lib\/python2.X\/site-packages\/bar ||   \/usr\/local\/lib\/python2.X\/site-packages\/foo ||  || Note that bletch is omitted because it doesn't exist; bar precedes foo || because bar.pth comes alphabetically before foo.pth; and spam is || omitted because it is not mentioned in either path configuration file. ||  || After these path manipulations; an attempt is made to import a module || named sitecustomize; which can perform arbitrary additional || site-specific customizations.  If this import fails with an || ImportError exception; it is silently ignored. ||  || \""\""\""",No,Yes,n,>Not SATD
''' || I don't speak Chinese; but implemented a very simple sentence splitter.  Assistance would be greatly appreciated. || ''',Yes,No,y,>SATD
## convention: SPACES separate tags.,No,No,n,>Not SATD
TODO: this will fail on some unicode chars. I think assumes ascii,Yes,Yes,y,>SATD
todo: would be better to force spacy to use the given tokenization,Yes,Yes,y,>SATD
!!! NEed to fix,Yes,Yes,y,>Not SATD
!!! Need to fix,Yes,Yes,y,>Not SATD
''' || convention_df = st.SampleCorpora.ConventionData2012.get_data() || corpus = (st.CorpusFromPandas(convention_df; ||                               category_col='party'; ||                               text_col='text'; ||                               nlp=st.whitespace_nlp_with_sentences) ||           .build() ||           .get_unigram_corpus()) ||  || term_scorer = st.MannWhitneyU(corpus).set_categories('democrat'; ['republican']) || html = st.produce_frequency_explorer( ||     corpus; ||     category='democrat'; ||     category_name='Democratic'; ||     not_category_name='Republican'; ||     y_label='Mann Whitney FDR-BH Z'; ||     scores=term_scorer.get_score_df('fdr_bh').mwu_z; ||     metadata=convention_df['speaker']; ||     grey_threshold=0 || ) || file_name = 'demo_mann_whitney.html' || open(file_name; 'wb').write(html.encode('utf-8')) || print('Open %s in Chrome or Firefox.' % file_name) || ''',No,No,n,>Not SATD
assert set(document_category_df.columns) == set(['text'; 'category']),No,Yes,y,>Not SATD
TODO: Fix yandex search,Yes,Yes,y,>SATD
TODO: I cannot get good results with this yet,Yes,No,y,>SATD
TODO:,Yes,No,n,>SATD
TODO: Does this really work well? not sure..,Yes,Yes,y,>SATD
TODO: yes; this is inefficient,Yes,Yes,y,>SATD
need to hack up run_aligner more..,Yes,No,y,>SATD
2>&1 needed to make it work?? really sketchy,Yes,Yes,y,>Not SATD
FIXME: Bug here that allows filenames in,Yes,Yes,y,>SATD
TODO: Add -clean argument,Yes,Yes,y,>SATD
TODO: add backend thread to load data,Yes,No,y,>SATD
Todo: infinite loop,Yes,Yes,y,>SATD
"\""\""\"" || Author: Philipp Gross; https:\/\/github.com\/phipleg\/keras\/blob\/crf\/keras\/layers\/crf.py || \""\""\""",No,Yes,y,>SATD
"\""\""\"" || Author: Philipp Gross; https:\/\/github.com\/phipleg\/keras\/blob\/crf\/keras\/layers\/crf.py || \""\""\""",No,Yes,y,>SATD
Gold ends.,No,No,n,>Not SATD
TODO: Change the indexing in step 1 above so that this inefficient roll operation becomes obsolete,Yes,Yes,y,>SATD
TODO: Implement box limiting directly for `(cx; cy; w; h)` so that we don't have to unnecessarily convert back and forth,Yes,Yes,y,>SATD
...and write the maxima to the other columns...,No,Yes,y,>Not SATD
The following identity layer is only needed so that subsequent two lambda layers can be optional.,Yes,No,y,>Not SATD
The following identity layer is only needed so that subsequent two lambda layers can be optional.,Yes,No,y,>Not SATD
Get the images; image filenames; (maybe) image IDs; and (maybe) labels for this batch.,No,No,y,>SATD
Maybe perform image transformations.,No,Yes,y,>SATD
Do a few preparatory things like maybe shuffling the dataset initially.,No,No,y,>SATD
Convert the ground truth to a more efficient format for what we need,Yes,Yes,y,>SATD
# Credits goes to the original author Erik Hovland,No,No,n,>SATD
We could either do it with alternating optimization or do them together; it's best to simply do them together.,No,Yes,y,>SATD
Transpose matrix for the two last columns (ignoring batch_size),No,No,n,>Not SATD
TODO: Incorporate proper usage of Spark master; see deepdist,Yes,Yes,y,>SATD
TODO: Have to drill into batches,Yes,No,y,>SATD
TODO: Define default value,Yes,Yes,y,>SATD
TODO: Set default value,Yes,No,y,>SATD
TODO: Eliminate Spark context (only used for first broadcast; can be extracted),Yes,Yes,y,>SATD
TODO: connector has to be initialized on workers,Yes,Yes,y,>SATD
TODO: Make dataframe the standard; but support RDDs as well,Yes,Yes,y,>SATD
TODO: Make dataframe the standard; but support RDDs as well,Yes,Yes,y,>SATD
TODO master_optimizer,Yes,No,y,>SATD
TODO: Too expensive. Make it cheaper.,Yes,No,y,>SATD
TODO only set this for async\/hogwild mode,Yes,Yes,y,>SATD
TODO: add limited pickling support for sharing an iterator,Yes,Yes,y,>SATD
move origin coord back to the center,No,Yes,y,>SATD
move origin coord back to the center,No,Yes,y,>SATD
loss didnt improve,No,Yes,y,>Not SATD
resize\/crop if needed,Yes,No,y,>Not SATD
First is an input layer. Not needed.,Yes,Yes,y,>Not SATD
activations of the Inception net (needed for FID); and also returns,No,Yes,y,>Not SATD
"\""\""\"" Convert imagenet to HDF5 ||     How to use this: specify an image size on line 25; and a root folder on line 46 ||     then run it as python make_imagenet_hdf5.py. No cmdline args  ||     to-do: prettify this script? \""\""\""",No,Yes,n,>SATD
Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y,>Not SATD
"\""\""\"" BigGAN: The Authorized Unofficial PyTorch release ||     A. Brock ||     This code is an unofficial reimplementation of  ||     \""Large-Scale GAN Training for High Fidelity Natural Image Synthesis;\"" ||     by A. Brock; J. Donahue; and K. Simonyan (arXiv 1809.11096). ||      ||     The original code is written in TensorFlow and deeply integrated with  ||     the Google infrastructure; such that open sourcing the training code would ||     require an inordinate amount of time and effort. This project is my own  ||     personal catharsis; and in some ways is research into whether it's possible ||     to replicate the results (my own results) with an order of magnitude ||     less compute (128 TPU for a 128x128 model; I'm going to be trying on  ||     4xTitan X). ||      ||     Differences between this code and the original code are primarily in small ||     details (I'm coding off the top of my head and without the original code ||     as reference; so we'll see how it goes). The main change is that this code ||     relies on gradient accumulation to spoof large minibatches (megabatches?). ||     This is; however; not precisely equivalent; as we employ cross-replica ||     BatchNorm; meaning the activation moments will be calculated wrt subsets ||     of the megabatch. This code is also not going to have any of the research ||     bells and whistles that the original code does--this is designed to be a ||     sleek; straightforward; and readable implementation that practitioners can  ||     use; rely on as a reference; and hopefully build upon. Most of the things ||     listed in the negative results appendix of the paper are options still ||     available in the internal code; but will not be available here. ||      ||     Let's go. || \""\""\""",No,Yes,n,>SATD
#NAME?,No,Yes,y,>Not SATD
#NAME?,Yes,No,y,>Not SATD
"-write code to produce sample .npzs; maybe a \""sample.py\"" script.",No,Yes,y,>SATD
ImageNet @ 128x128 pixels) and the feature moments needed for FID.,No,Yes,y,>Not SATD
If fix Z; only sample 1 z per row,No,Yes,y,>SATD
If fix y; only sample 1 z per row,No,Yes,y,>SATD
# Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y,>Not SATD
# Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y,>Not SATD
"\""\""\"" Convert imagenet to HDF5 ||     How to use this: specify an image size on line 25; and a root folder on line 46 ||     then run it as python make_imagenet_hdf5.py. No cmdline args  ||     to-do: prettify this script? \""\""\""",Yes,Yes,n,>SATD
If improved over previous best metric; save approrpiate copy,No,Yes,y,>SATD
Currently unused anywhere in this codebase.,Yes,Yes,y,>Not SATD
If fix y; only sample 1 z per row,No,Yes,y,>SATD
Silly hack: overwrite the to() method to wrap the new object,Yes,No,y,>SATD
Dimensionality of the shared embedding? Unused if not using G_shared,No,Yes,y,>Not SATD
''' This function takes in the model; saves the weights (multiple copies if  ||     requested); and prepares sample sheets: one consisting of samples given ||     a fixed noise seed (to show how the model evolves throughout training); ||     a set of full conditional sample sheets; and a set of interp sheets. ''',No,No,n,>SATD
