Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label,SATD_predictor
          this class manages the  musicdb database  the core of  musicdb      it caches information from the filesystem and provides augmentation of those files     this database handles the following components                songs             albums             artists             artworks             lyrics             tags          all database entries    rows  are handled as dictionaries     the key of the dictionary corresponds to the column name of the database         if an entry of this dictionary got changed directly  the following methods can be used to store the changes in the database     this is not the recommended way because the content gets not checked     the preferred way to change any data is using the related method described in the following sections                meth   lib db musicdb musicdatabase writeartist            meth   lib db musicdb musicdatabase writealbum            meth   lib db musicdb musicdatabase writesong            meth   lib db musicdb musicdatabase writetag         adding a column                           when a new column shall be added  the following steps are necessary                kill the server    kill    cat   srv  data  musicdb  musicdb pid               backup the database    sqlite3 music db  dump   backup  music db bak             update this file            update the sql file  sql  music sql            modify the database                open    sqlite3 music db                 add column  for example   alter table songs add column feature integer default 0                  quit     quit          furthermore be sure that all command line modules and api modules handle the new added column  and so new added feature correct     for example  methods creating a new entry in the modified row may be adopted         songs                 the columns of the songs table are the following                                                                    songid   albumid   artistid   name   path                                                                                                                            number   cd   disabled   playtime   bitrate                                                                                                                                                                       likes   dislikes   qskips   qadds   qremoves   favorite   qrndadds   lyricsstate                                                                                                      the following methods exist to handle song entries in the database                meth   lib db musicdb musicdatabase addsong            meth   lib db musicdb musicdatabase addfullsong            meth   lib db musicdb musicdatabase getsongbyid            meth   lib db musicdb musicdatabase getsongbypath            meth   lib db musicdb musicdatabase getsongsbyartistid            meth   lib db musicdb musicdatabase getsongsbyalbumid            meth   lib db musicdb musicdatabase getallsongs            meth   lib db musicdb musicdatabase getsongs            meth   lib db musicdb musicdatabase getrandomsong            meth   lib db musicdb musicdatabase getsongidsbyalbumids            meth   lib db musicdb musicdatabase updatesongstatistic            meth   lib db musicdb musicdatabase removesong             albums                  data structure                                                                                                      albumid   artistid   name   path   numofsongs   numofcds   origin   release                                                                                                                                                            artworkpath   bgcolor   fgcolor   hlcolor                                                               album related methods                                        meth   lib db musicdb musicdatabase addalbum            meth   lib db musicdb musicdatabase getalbumbypath            meth   lib db musicdb musicdatabase getalbumbyid            meth   lib db musicdb musicdatabase getallalbums            meth   lib db musicdb musicdatabase getalbumsbyartistid            meth   lib db musicdb musicdatabase getalbums            meth   lib db musicdb musicdatabase getallalbumids         artworks                           meth   lib db musicdb musicdatabase setartwork            meth   lib db musicdb musicdatabase setartworkcolorbyalbumid         origin                  valid values                   itunes                  bandcamp                  music163     aka  u7f51 u6613 u4e91 u97f3 u4e50              cd     as fallback for unknown  flac  files              internet     as fallback for any other unknown files        artists                   database structure                                                         artistid   name   path                                                       meth   lib db musicdb musicdatabase addartist            meth   lib db musicdb musicdatabase getallartists            meth   lib db musicdb musicdatabase getartistbypath            meth   lib db musicdb musicdatabase getartistbyid         lyrics                  lyrics state is part of the  songs  table     the lyrics itself are stored in the  lyrics  table with the following layout                                          songid   lyrics                                     lyrics are stored in a simple markup language                    ref   starts a section for the refrain               comment   starts a section for comments that are not part of the lyrics                 ends a section               u2026       highlight   text   use secondary color for printing this text        a lyrics entry could look like the following example                code block   python                   comment            just a dummy text                              lorem ipsum dolor sit amet              consetetur sadipscing elitr              sed diam nonumy eirmod tempor             invidunt ut labore et dolore             magna aliquyam erat              sed diam voluptua                             ref            at vero eos et accusam et justo duo dolores et ea rebum              stet clita kasd gubergren              no sea takimata sanctus est lorem ipsum dolor sit amet                                    5 times                   meth   lib db musicdb musicdatabase getlyrics            meth   lib db musicdb musicdatabase setlyrics         the  lyrics  column can have the following states                 song lyricsstate empty     there are no lyrics set yet            song lyricsstate fromfile     the lyrics set come from the metatags of the song file            song lyricsstate fromnet     the lyrics were grabbed from the internet by a crawler            song lyricsstate fromuser     the lyrics were reviewed by the user  this noted the highest state of quality for lyrics             song lyricsstate none     there are no lyrics for this song   it is an instrumental song         tags                in this section  the tag management is described     a  toxi  scheme is used to implement the tag system in musicdb     this means there are n 2 tables                a table with the definition of a tag            a table that maps the tag to an entity            and  n  tables with entities with a global unique identifier         musicdb does not have global unique identifier for artists  albums an genres  so instead of one mapping table  there are two     one for the songs  and one for the albums     tags for artists are not expected     if there will be a need later on  it an easy be implemented by adding a third mapping table and  or introducing new classes of tags     a tag must be identifiable by the combination of its name and class         tag definition table                                                                                                                         0       1      2       3          4          5      6       7      8                                                                                                  tagid   name   class   parentid   icontype   icon   color   posx   posy                                                                                             tagid  integer        id of the tag that gets generated by the database        name  string        name of the tag  it will be used inside the musicdb code or by the ui as it is stored in the database        so  the name is set as it shall be displayed        it must also be a unique name inside its class         class  integer        id of the class                  1     genre           2     subgenre           3     mood        parentid  integer    none        id of a related tag  in case of subgenre  the main genres id would be the parentid          important    a parent tag must always be of class  genre   and only  subgenre  can and must have a parent         icontype  integer    none        if   none   the icon column will be ignored  otherwise it defines the type of icon                1     unicode character           2     html tag for special fonts     i class   fa fa beer      i              3     png image   future feature   specification incomplete             4     svg image   future feature   specification incomplete          icon  text    none        a shorter version of the name  the icon must be compatible to the specified type         color  text    none        a html like color code that can be used to highlight a very special tag  do not use this feature too much  it can break the ui visual design         posx  posy  integer    none        the  x y  position of the name or the icon in a grid if the tags were presented as grid in an ui        the tag position gets stored in the global database to make sure that every ui provides a similar layout of the tags to make it more usable           0 0    is the upper left corner        if not a grid but a list gets described    posx   determines the position and   posy   is set to   null               tag mapping table                             the mapping tables have all the same layout                                                                                0          1          2          3            4                                                                                     entryid    songid     tagid      confidence   approval                                                                              entryid    albumid    tagid      confidence   approval                                                                            entryid  integer        id of the entry in the mapping table        tagid  integer        id of the tag in the tag definition table        xxxid  integer        id of the song or album entry in the related tables        confidence  floating point  default  1 0        confidence that the tag is correct        this is important in case an ai set the tag  see  approval          otherwise this column can be ignored    ignoring means setting it to   1 0              approval  integer  default  1        three stages to approve the tag                0     set by ai  this tag may be wrong  the  confidence  value is relevant in this case            1     set by the user   confidence  must be set to   1 0             2     can be used for training  this song  album is a good representation for this tag  it can be used to train an ai             database api                                meth   lib db musicdb musicdatabase createtag            meth   lib db musicdb musicdatabase getalltags            meth   lib db musicdb musicdatabase gettagbyname            meth   lib db musicdb musicdatabase deletetag            meth   lib db musicdb musicdatabase modifytag            meth   lib db musicdb musicdatabase settargettag            meth   lib db musicdb musicdatabase removetargettag            meth   lib db musicdb musicdatabase gettargettags            meth   lib db musicdb musicdatabase splittagsbyclass         the following tag classes exist                 musicdatabase tag class genre    main genres like metal  electro  classic   u2026            musicdatabase tag class subgenre    subgenre like dark metal  new wave   u2026            musicdatabase tag class mood    moods like lucky  sad   u2026        a target can be   song   or   album             ,Yes,Yes,No,>Not SATD
returns a list with all artists  each list element is a dictionary with all columns of the database,No,No,No,>Not SATD
todo  fixme  sehr  u00e4hnlich zu tryanalysepath aus mdbapi database  ggf irgendwie vereinen,Yes,Yes,Yes,>SATD
never trust metadata  if we got duration  reading the metadata is not needed anymore,Yes,Yes,Yes,>Not SATD
deprecated sinze 3 6   fixme,Yes,No,Yes,>SATD
no client side cert needed      fixme,Yes,Yes,Yes,>SATD
hm u2026 better do nothing  d,No,Yes,Yes,>SATD
          this module handles the artwork  cover  of albums     its main task is to cache  scale and provide them to the gui         it also manages the manifest file needed by some browsers to make them cache the artwork files            database                    the artwork data is part of the album entry in the musicdb database     the artwork part consists of the following entries                                                                    artworkpath   bgcolor   fgcolor   hlcolor                                                               artworkpath  string         the path to the cover relative to the artwork root directory set in the musicdb configuration         to access a scaled version of the artwork  the scale as prefix can be used             for example  to access a cover  the absolute path would be    artworkcache   artworkpath           a scaled version can be found in    artworkcache  50x50   artworkpath           of cause only if the scale of 50x50 is supported    configured in the config file          bgcolor  fgcolor  hlcolor  string         html color code that shall be used by the ui         this color is set by the user         its format is           rr   gg   bb   with  rr    gg    bb  as a two digit hexadecimal number              bgcolor  is for background   fgcolor  is the primary foreground color and  hlcolor  is the secondary color for less important elements in the foreground  like frames          for a complementary color scheme use  bgcolor  and  fgcolor  only         for a monochromatic scheme use  bgcolor  in a darker and less saturated variant for the background  the lighter and more saturated variant for the foreground         keep in mind that the user may set all three colors to the same hue so that a monochromatic scheme gets forced                 path structure                          the artwork root directory can be configured in the musicdb configuration file     everything related to artwork takes place in this directory     to use the artwork inside a web frontend  the https server needs access to this directory         relative to the artwork root directory are the artwork paths stored in the database     source artworks  those who are not scaled  are in this directory     all scaled artworks are in subdirectories named by the resolution of the images         the name of an image  scaled and non scaled  consists of the artist name and album name     the file format is jpeg  so a name looks like this     artistname    albumname jpg       this guarantees unique filenames that are human readable at the same time     to get the 100x100 scaled version of this artwork just prepend   100x100     to the path set in the database    100x100   artistname    albumname jpg          the file name gets created by the method  meth   mdbapi artwork musicdbartwork createartworkname      this method replaces        by an unicode division slash to avoid problems with the filesystem         in case there is no artwork given for an album  the default artwork is   default jpg           all new creates files were set to the ownership    music   owner  music   group   and gets the permission   rw rw r            webbrowsers                       webbrowsers have to prefix the path with   artwork         so  the server must be configured         scaling                    scales that shall be provides are set in the musicdb configuration as list of edge lengths     for example  to generate 50x50  100x100 and 500x500 versions of an artwork  the configuration would look like this    scales 50  100  500      the   scaled artwork gets stored as progressive jpegs   to get a better responsiveness for the webui             configuration                            code block   ini             artwork         path   data  musicdb  artwork        scales 50  150  500        manifesttemplate   srv  musicdb  manifest appcache template        manifest   srv  musicdb  manifest appcache            manifest                    to make a webbrowser cache all the artworks that can end up in hundreds of megabytes of data a cache manifest file is needed     further more  these files are available if the client is offline     this is mandatory to   store   the webui as ios app on the ios home screen     the manifest gets generated in  meth   mdbapi artwork generateappcachemanifest          algorithm                     to update the album artwork cache the following steps are done                read metadata from file in  meth   mdbapi artwork musicdbartwork getartworkfromfile                if there is no artwork  use default settings               if there is an artwork  copy it to the artwork directory           create scaled versions of the new artwork in  meth   mdbapi artwork musicdbartwork setartwork            create database entry in  meth   mdbapi artwork musicdbartwork setartwork               ,No,Yes,No,>Not SATD
fixme  hardcoded usually sucks,Yes,No,Yes,>SATD
read the new database entry to get defaults   this is needed by the writealbum method,No,Yes,Yes,>Not SATD
collect all data needed for the song entry  except the song id ,No,No,No,>Not SATD
fix  the filesystem is  always  right    what the fuck ,Yes,Yes,Yes,>SATD
fix album information,No,Yes,Yes,>Not SATD
server not running  so no cacheupdate needed,No,Yes,No,>Not SATD
2  fix unicode problems,No,Yes,Yes,>Not SATD
todo  rebuild this method  consider the whole unicode space ,Yes,Yes,Yes,>SATD
todo  add option to force overwriting,Yes,Yes,Yes,>SATD
fixme  invalid in multithreading env,Yes,No,Yes,>SATD
isplaying     false      todo  check if this is a good idea,Yes,No,Yes,>SATD
remove tempfiles   keep spectrogram because it looks so cool  maybe it finds its place in the ui,No,Yes,Yes,>SATD
          this musicdb component adds a random song under certain constraint into mpds  music playing daemon  the song queue        randy consists of two parts           the  meth   mdbapi randy randythread  and its environment  meth   mdbapi randy startrandy  and  meth  mdbapi randy stoprandy        the  class   mdbapi randy randyinterface  class providing an interface to interact with the  meth   mdbapi randy randythread   this can happen in several threads simultaneously         to use randy  start the  meth   mdbapi randy randythread  by calling  meth   mdbapi randy startrandy  once      now it is possible to access the randomizer using the  class   mdbapi randy randyinterface  class  this can be done from multiple different threads     when randy is not needed anymore  it can be stopped by calling  meth   mdbapi randy stoprandy             code block   python              dependencies         cfg        musicdbconfig      musicdb ini                 start randy        startrandy cfg               use randy  can be anywhere in the code         randy   randyinterface          randy addsong   next        add random song after current song        randy addsong   last        add random song at the end of the queue              stop randy        stoprandy                ,No,Yes,No,>Not SATD
          this module provides a tracker to track songs that were played by musicdbs backend mpd  music playing daemon      the goal of the tracker is to collect information which songs can be played in series     so the relation between two songs gets stored in a database     the user can than get the information which song were played after  or before  a specific song         the tracker consists of three parts               the   tracker thread     meth   mdbapi tracker trackerthread   and its environment  meth   mdbapi tracker starttracker  and   meth   mdbapi tracker stoptracker            the   tracker interface   class   class   mdbapi tracker trackerinterface   providing an interface to interact with the tracker thread  the interaction with the thread can happen in several threads simultaneously           the   tracker database     class   lib db trackerdb trackerdatabase   that stores the tracked song relations         to use the tracker  start the tracker thread by calling  meth   mdbapi tracker starttracker  once      now it is possible to access the randomizer using the  class   mdbapi tracker trackerinterface  class      this can be done from multiple different threads     when the tracker is not needed anymore  it can be stopped by calling  meth   mdbapi tracker stoptracker          example                code block   python                  dependencies             cfg   musicdbconfig      musicdb ini                     start the tracker            starttracker cfg                   use tracker  can be anywhere in the code             tracker   trackerinterface              tracker newsong   unicorn  2000   honey horn  13 rainbow song mp3               tracker newsong   truther  2013   real album  23 illuminati mp3               tracker songskipped                    stop tracker            stoptracker                ,No,Yes,No,>Not SATD
